original_URI-M,final_original_URI-M,final_original_URI-M_status_code,new_URI-M,final_new_URI-M,final_new_URI-M_status_code, delta, same_final_URI-Rs?, same_final_URI-Ms_status_codes? 
http://www.collectionscanada.gc.ca/webarchives/20071114183440/http://www.api-ipy.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183440/http://www.api-ipy.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183439/http://www.aines.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183439/http://www.aines.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183439/http://www.aids-sida.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071115054929/http://www.phac-aspc.gc.ca/aids-sida/hiv_aids/splash.html,404,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183439/http://www.aids-sida.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071115054929/http://www.phac-aspc.gc.ca/aids-sida/hiv_aids/splash.html,404,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183432/http://www.bggp.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183432/http://www.bggp.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183429/http://www.businesswomenintrade.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114184246/http://www.dfait-maeci.gc.ca/businesswomen/menu-en.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183429/http://www.businesswomenintrade.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114184246/http://www.dfait-maeci.gc.ca/businesswomen/menu-en.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183428/http://www.budget.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183428/http://www.budget.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183428/http://www.bio-iob.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183428/http://www.bio-iob.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183428/http://www.bif-ofi.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183529/http://www.ainc-inac.gc.ca/interloc/index.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183428/http://www.bif-ofi.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183529/http://www.ainc-inac.gc.ca/interloc/index.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183428/http://www.airforce.forces.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183444/http://www.airforce.forces.gc.ca/site/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183428/http://www.airforce.forces.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183444/http://www.airforce.forces.gc.ca/site/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183428/http://www.acoa.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183428/http://www.acoa.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183428/http://www.acdi-cida.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183430/http://www.acdi-cida.gc.ca/index.htm,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183428/http://www.acdi-cida.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183430/http://www.acdi-cida.gc.ca/index.htm,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183427/http://www.autosmart.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183427/http://www.autosmart.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183427/http://www.autochtonesaucanada.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183427/http://www.autochtonesaucanada.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183427/http://www.ammis.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183427/http://www.ammis.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183427/http://www.afpc-cpsa.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071115064400/http://www.psagency-agencefp.gc.ca/index_f.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183427/http://www.afpc-cpsa.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071115064400/http://www.psagency-agencefp.gc.ca/index_f.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183427/http://www.acfc-fcac.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183427/http://www.acfc-fcac.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183427/http://www.1857.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183443/http://www.1857.gc.ca/1857/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183427/http://www.1857.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183443/http://www.1857.gc.ca/1857/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183426/http://www.batimentsdurables-sustainablebuildings.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183426/http://www.batimentsdurables-sustainablebuildings.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183426/http://www.at-links.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183426/http://www.at-links.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183426/http://www.arc-cra.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183548/http://www.cra-arc.gc.ca/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183426/http://www.arc-cra.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183548/http://www.cra-arc.gc.ca/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183426/http://www.aqhi-cas.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114184641/http://www.ec.gc.ca/cas-aqhi/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183426/http://www.aqhi-cas.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114184641/http://www.ec.gc.ca/cas-aqhi/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183426/http://www.ae-ei.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183426/http://www.ae-ei.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183425/http://www.allemagne.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114190938/http://www.dfait-maeci.gc.ca/canada-europa/germany/menu-fr.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183425/http://www.allemagne.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114190938/http://www.dfait-maeci.gc.ca/canada-europa/germany/menu-fr.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183425/http://www.agencefp.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071115064400/http://www.psagency-agencefp.gc.ca/index_f.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183425/http://www.agencefp.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071115064400/http://www.psagency-agencefp.gc.ca/index_f.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183425/http://www.acsta-catsa.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183425/http://www.acsta-catsa.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183425/http://www.accountable.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071115000130/http://www.faa-lfi.gc.ca/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183425/http://www.accountable.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071115000130/http://www.faa-lfi.gc.ca/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183425/http://www.accespublic.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183425/http://www.accespublic.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183424/http://www.cbc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183424/http://www.cbc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183423/http://www.cchst.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183423/http://www.cchst.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183419/http://www.bippp.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183419/http://www.bippp.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183418/http://www.bdc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183419/http://www.bdc.ca/default.htm,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183418/http://www.bdc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183419/http://www.bdc.ca/default.htm,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183417/http://www.businessregistration-inscriptionentreprise.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183417/http://www.businessregistration-inscriptionentreprise.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183417/http://www.avenirh2pac.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183417/http://www.avenirh2pac.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.burkinofaso.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183731/http://www.dfait-maeci.gc.ca/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.burkinofaso.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183731/http://www.dfait-maeci.gc.ca/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.bureaudcn.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.bureaudcn.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.brazil.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183754/http://www.canadainternational.gc.ca/brazil/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.brazil.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183754/http://www.canadainternational.gc.ca/brazil/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.brasil.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183754/http://www.canadainternational.gc.ca/brazil/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.brasil.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183754/http://www.canadainternational.gc.ca/brazil/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.boaa.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.boaa.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.belgium.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183926/http://www.dfait-maeci.gc.ca/canada-europa/brussels/menu-en.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.belgium.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183926/http://www.dfait-maeci.gc.ca/canada-europa/brussels/menu-en.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.austria.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071116023212/http://geo.international.gc.ca/canada-europa/austria/menu-en.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.austria.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071116023212/http://geo.international.gc.ca/canada-europa/austria/menu-en.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.ainc-inac.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.ainc-inac.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.agriculture.technomuses.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.agriculture.technomuses.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.act.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.act.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.accesvoyage.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.accesvoyage.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.2006recensement.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.2006recensement.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.businessgateway-portaildesaffaires.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071116001427/http://canadabusiness.gc.ca/gol/cbec/site.nsf,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.businessgateway-portaildesaffaires.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071116001427/http://canadabusiness.gc.ca/gol/cbec/site.nsf,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.buildingcanada.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183434/http://www.buildingcanada-chantierscanada.gc.ca/index-eng.html,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.buildingcanada.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183434/http://www.buildingcanada-chantierscanada.gc.ca/index-eng.html,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.bst-tsb.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.bst-tsb.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.bsi.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071116000540/http://irc.nrc-cnrc.gc.ca/pubs/bsi/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.bsi.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071116000540/http://irc.nrc-cnrc.gc.ca/pubs/bsi/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.bsf-osb.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.bsf-osb.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.brevets.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.brevets.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.boeufexportationcanada.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183429/http://www.agr.gc.ca/redirect.phtml?err=404,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.boeufexportationcanada.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183429/http://www.agr.gc.ca/redirect.phtml?err=404,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.bioportail.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114184503/http://www.bioportail.gc.ca/splash.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.bioportail.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114184503/http://www.bioportail.gc.ca/splash.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.bionetwork.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183417/http://www.bionetwork.gc.ca/index_e.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.bionetwork.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183417/http://www.bionetwork.gc.ca/index_e.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.biofondations.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183418/http://www.biofondations.gc.ca/francais/view.asp?x=556,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.biofondations.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183418/http://www.biofondations.gc.ca/francais/view.asp?x=556,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.bio2006.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183417/http://www.bio2006.gc.ca/splash.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.bio2006.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183417/http://www.bio2006.gc.ca/splash.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.belgien.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183834/http://www.dfait-maeci.gc.ca/canada-europa/brussels/menu-de.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.belgien.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183834/http://www.dfait-maeci.gc.ca/canada-europa/brussels/menu-de.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.bctr-ocrt.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.bctr-ocrt.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.banqueducanada.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.banqueducanada.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.aecl.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.aecl.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183415/http://www.ac-scm.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183415/http://www.ac-scm.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.biotechinfo.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.biotechinfo.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.biostrategy.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.biostrategy.gc.ca/english/view.asp?x=521,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.biostrategy.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.biostrategy.gc.ca/english/view.asp?x=521,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.bioreglementation.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183417/http://www.bioreglementation.gc.ca/francais/bioreglinks.asp?x=1,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.bioreglementation.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183417/http://www.bioreglementation.gc.ca/francais/bioreglinks.asp?x=1,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.biogouv.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183416/http://www.biogouv.gc.ca/francais/view.asp?x=732,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.biogouv.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183416/http://www.biogouv.gc.ca/francais/view.asp?x=732,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.bifp-psio.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.bifp-psio.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.beaware.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.beaware.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.beactive.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071115000308/http://www.healthycanadians.gc.ca/pa-ap/index_e.html,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.beactive.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071115000308/http://www.healthycanadians.gc.ca/pa-ap/index_e.html,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.bcp-pco.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.bcp-pco.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.bch-ceprb.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.bch-ceprb.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.bc-cb.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183436/http://www.competitionbureau.gc.ca/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.bc-cb.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183436/http://www.competitionbureau.gc.ca/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.bankofcanada.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.bankofcanada.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.bac.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.bac.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.bac-cao.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.bac-cao.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.audit-verification.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071116000403/http://www.verification-audit.gc.ca/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.audit-verification.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071116000403/http://www.verification-audit.gc.ca/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.atlasofcanada.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071116001437/http://atlas.nrcan.gc.ca/site/index.html,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.atlasofcanada.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071116001437/http://atlas.nrcan.gc.ca/site/index.html,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.atlas.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071116001437/http://atlas.nrcan.gc.ca/site/index.html,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.atlas.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071116001437/http://atlas.nrcan.gc.ca/site/index.html,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.atlas-du-canada.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071116001437/http://atlas.nrcan.gc.ca/site/index.html,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.atlas-du-canada.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071116001437/http://atlas.nrcan.gc.ca/site/index.html,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.aspc.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071115054724/http://www.phac-aspc.gc.ca/new_f.html,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.aspc.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071115054724/http://www.phac-aspc.gc.ca/new_f.html,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.argentina.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071116022159/http://geo.international.gc.ca/latin-america/argentina/,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.argentina.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071116022159/http://geo.international.gc.ca/latin-america/argentina/,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.aquaticspeciesatrisk.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071114183915/http://www.dfo-mpo.gc.ca/species-especes/home_e.asp,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.aquaticspeciesatrisk.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183915/http://www.dfo-mpo.gc.ca/species-especes/home_e.asp,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.appointments-nominations.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.appointments-nominations.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.apgci.gc.ca/,http://www.collectionscanada.gc.ca/webarchives/20071116000554/http://www.tc.gc.ca/majorissues/apgci/menu.htm,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.apgci.gc.ca/,http://webarchive.bac-lac.gc.ca:8080/wayback/20071116000554/http://www.tc.gc.ca/majorissues/APGCI/menu.htm,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.apeca.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.apeca.gc.ca/,-,200,0,Yes,Yes
http://www.collectionscanada.gc.ca/webarchives/20071114183414/http://www.agr.gc.ca/,-,200,http://webarchive.bac-lac.gc.ca:8080/wayback/20071114183414/http://www.agr.gc.ca/,-,200,0,Yes,Yes
